"2021 Lower Gauge ",,,
"Hourly Stream Data (Summary)",,,
,,,
"Dataset Reference Format:",,,
" ","[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group Boise State University",,
" ","URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].",,
,,,
"Dataset Header Description",,,
" ","Column(s)| Variable| Description| [units]",,
" ","1st Column  | DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm]",,
" ","2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s]",,
" ","3rd Column |StreamTemp-C| Stream Temperature [C]",,
" ","4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm]",,
,,,
,,,
" ","**Note: -6999 denotes missing data. Data is provisional during current year. Final corrected data avail at year end or upon request.",,
,,,
,,,
"DateTime","Discharge-L/s","StreamTemp-C","StreamEC-mS/cm"
5/4/2021 9:00,273.05,6.1,0.121
5/4/2021 10:00,273.05,6.2,0.121
5/4/2021 11:00,275.97,6.7,0.126
5/4/2021 12:00,268.70,7.7,0.126
5/4/2021 13:00,273.05,8.7,0.127
5/4/2021 14:00,267.26,9.7,0.127
5/4/2021 15:00,270.15,10.7,0.127
5/4/2021 16:00,262.98,11.4,0.126
5/4/2021 17:00,261.57,11.8,0.126
5/4/2021 18:00,258.75,11.7,0.127
5/4/2021 19:00,261.57,11.1,0.128
5/4/2021 20:00,255.95,10.6,0.128
5/4/2021 21:00,257.35,10.0,0.128
5/4/2021 22:00,254.56,9.5,0.128
5/4/2021 23:00,254.56,9.1,0.129
5/5/2021 0:00,253.18,8.7,0.128
5/5/2021 1:00,251.80,8.5,0.12
5/5/2021 2:00,253.18,8.1,0.122
5/5/2021 3:00,253.18,7.8,0.122
5/5/2021 4:00,254.56,7.4,0.122
5/5/2021 5:00,250.43,7.1,0.122
5/5/2021 6:00,249.06,6.7,0.122
5/5/2021 7:00,255.95,6.4,0.122
5/5/2021 8:00,250.43,6.2,0.122
5/5/2021 9:00,260.16,6.1,0.122
5/5/2021 10:00,258.75,6.3,0.122
5/5/2021 11:00,260.16,6.8,0.122
5/5/2021 12:00,255.95,7.9,0.121
5/5/2021 13:00,251.80,9.0,0.121
5/5/2021 14:00,251.80,10.0,0.121
5/5/2021 15:00,253.18,11.0,0.121
5/5/2021 16:00,250.43,11.7,0.121
5/5/2021 17:00,247.69,12.0,0.121
5/5/2021 18:00,247.69,12.0,0.121
5/5/2021 19:00,249.06,11.7,0.122
5/5/2021 20:00,251.80,11.3,0.122
5/5/2021 21:00,253.18,10.8,0.123
5/5/2021 22:00,246.33,10.3,0.123
5/5/2021 23:00,249.06,9.9,0.123
5/6/2021 0:00,250.43,9.6,0.123
5/6/2021 1:00,247.69,9.4,0.123
5/6/2021 2:00,249.06,9.1,0.124
5/6/2021 3:00,246.33,9.0,0.124
5/6/2021 4:00,247.69,8.7,0.124
5/6/2021 5:00,249.06,8.3,0.124
5/6/2021 6:00,246.33,8.0,0.124
5/6/2021 7:00,244.98,7.7,0.124
5/6/2021 8:00,246.33,7.4,0.124
5/6/2021 9:00,253.18,7.5,0.124
5/6/2021 10:00,249.06,7.7,0.124
5/6/2021 11:00,253.18,8.3,0.124
5/6/2021 12:00,246.33,9.4,0.123
5/6/2021 13:00,244.98,10.6,0.123
5/6/2021 14:00,240.95,11.7,0.123
5/6/2021 15:00,243.63,12.6,0.123
5/6/2021 16:00,242.29,13.1,0.123
5/6/2021 17:00,238.29,13.6,0.123
5/6/2021 18:00,243.63,13.6,0.123
5/6/2021 19:00,238.29,13.5,0.124
5/6/2021 20:00,235.65,13.1,0.124
5/6/2021 21:00,239.62,12.8,0.124
5/6/2021 22:00,238.29,12.4,0.125
5/6/2021 23:00,239.62,12.1,0.125
5/7/2021 0:00,239.62,11.8,0.125
5/7/2021 1:00,240.95,11.7,0.125
5/7/2021 2:00,242.29,11.5,0.125
5/7/2021 3:00,243.63,11.3,0.126
5/7/2021 4:00,240.95,11.0,0.126
5/7/2021 5:00,240.95,10.7,0.126
5/7/2021 6:00,244.98,10.3,0.126
5/7/2021 7:00,243.63,10.0,0.126
5/7/2021 8:00,243.63,9.7,0.126
5/7/2021 9:00,240.95,9.5,0.125
5/7/2021 10:00,238.29,9.5,0.125
5/7/2021 11:00,239.62,9.6,0.125
5/7/2021 12:00,239.62,10.0,0.125
5/7/2021 13:00,238.29,10.3,0.125
5/7/2021 14:00,236.97,10.8,0.125
5/7/2021 15:00,235.65,11.1,0.124
5/7/2021 16:00,233.03,11.6,0.124
5/7/2021 17:00,233.03,11.9,0.124
5/7/2021 18:00,230.43,11.6,0.125
5/7/2021 19:00,233.03,11.1,0.125
5/7/2021 20:00,230.43,10.5,0.125
5/7/2021 21:00,230.43,9.9,0.126
5/7/2021 22:00,229.14,9.3,0.126
5/7/2021 23:00,226.57,8.7,0.126
5/8/2021 0:00,226.57,8.3,0.126
5/8/2021 1:00,227.85,7.9,0.127
5/8/2021 2:00,225.30,7.5,0.127
5/8/2021 3:00,224.02,7.1,0.127
5/8/2021 4:00,225.30,6.7,0.127
5/8/2021 5:00,224.02,6.2,0.127
5/8/2021 6:00,225.30,5.8,0.127
5/8/2021 7:00,226.57,5.5,0.127
5/8/2021 8:00,226.57,5.2,0.127
5/8/2021 9:00,230.43,5.1,0.127
5/8/2021 10:00,231.73,5.2,0.127
5/8/2021 11:00,229.14,5.6,0.127
5/8/2021 12:00,230.43,6.4,0.126
5/8/2021 13:00,227.85,7.3,0.126
5/8/2021 14:00,227.85,8.2,0.126
5/8/2021 15:00,227.85,9.0,0.126
5/8/2021 16:00,225.30,9.5,0.126
5/8/2021 17:00,225.30,9.8,0.126
5/8/2021 18:00,221.50,9.6,0.126
5/8/2021 19:00,226.57,9.1,0.126
5/8/2021 20:00,224.02,8.8,0.126
5/8/2021 21:00,220.24,8.3,0.127
5/8/2021 22:00,224.02,7.8,0.127
5/8/2021 23:00,222.76,7.3,0.127
5/9/2021 0:00,221.50,7.0,0.127
5/9/2021 1:00,224.02,6.7,0.128
5/9/2021 2:00,224.02,6.4,0.128
5/9/2021 3:00,222.76,6.2,0.128
5/9/2021 4:00,222.76,5.9,0.128
5/9/2021 5:00,221.50,5.6,0.128
5/9/2021 6:00,221.50,5.3,0.129
5/9/2021 7:00,222.76,5.0,0.129
5/9/2021 8:00,226.57,4.9,0.129
5/9/2021 9:00,231.73,4.9,0.129
5/9/2021 10:00,230.43,5.1,0.128
5/9/2021 11:00,226.57,5.5,0.128
5/9/2021 12:00,225.30,6.2,0.128
5/9/2021 13:00,225.30,7.1,0.127
5/9/2021 14:00,224.02,8.1,0.127
5/9/2021 15:00,222.76,9.0,0.127
5/9/2021 16:00,220.24,9.7,0.127
5/9/2021 17:00,217.74,10.1,0.127
5/9/2021 18:00,220.24,9.8,0.127
5/9/2021 19:00,221.50,9.4,0.127
5/9/2021 20:00,221.50,9.1,0.128
5/9/2021 21:00,218.99,8.8,0.128
5/9/2021 22:00,221.50,8.2,0.128
5/9/2021 23:00,220.24,7.7,0.129
5/10/2021 0:00,220.24,7.4,0.129
5/10/2021 1:00,218.99,7.2,0.129
5/10/2021 2:00,221.50,6.9,0.129
5/10/2021 3:00,216.50,6.5,0.129
5/10/2021 4:00,216.50,6.1,0.13
5/10/2021 5:00,216.50,5.9,0.13
5/10/2021 6:00,218.99,5.6,0.13
5/10/2021 7:00,217.74,5.3,0.13
5/10/2021 8:00,221.50,5.1,0.13
5/10/2021 9:00,227.85,5.1,0.13
5/10/2021 10:00,222.76,5.3,0.13
5/10/2021 11:00,216.50,5.8,0.13
5/10/2021 12:00,217.74,6.8,0.129
5/10/2021 13:00,218.99,7.7,0.129
5/10/2021 14:00,217.74,8.7,0.129
5/10/2021 15:00,211.58,8.9,0.129
5/10/2021 16:00,212.80,9.4,0.128
5/10/2021 17:00,206.74,9.8,0.128
5/10/2021 18:00,203.16,10.0,0.129
5/10/2021 19:00,203.16,9.9,0.129
5/10/2021 20:00,201.98,9.6,0.129
5/10/2021 21:00,201.98,9.2,0.129
5/10/2021 22:00,199.62,8.6,0.13
5/10/2021 23:00,198.46,8.2,0.13
5/11/2021 0:00,200.80,7.8,0.13
5/11/2021 1:00,199.62,7.5,0.131
5/11/2021 2:00,199.62,7.2,0.131
5/11/2021 3:00,200.80,7.0,0.131
5/11/2021 4:00,205.54,6.7,0.131
5/11/2021 5:00,203.16,6.4,0.131
5/11/2021 6:00,200.80,6.2,0.132
5/11/2021 7:00,200.80,5.9,0.132
5/11/2021 8:00,206.74,5.8,0.132
5/11/2021 9:00,209.15,5.8,0.132
5/11/2021 10:00,204.35,5.9,0.131
5/11/2021 11:00,205.54,6.4,0.131
5/11/2021 12:00,204.35,7.4,0.131
5/11/2021 13:00,199.62,8.4,0.13
5/11/2021 14:00,200.80,9.4,0.13
5/11/2021 15:00,206.74,10.3,0.13
5/11/2021 16:00,194.98,11.0,0.13
5/11/2021 17:00,193.83,11.4,0.13
5/11/2021 18:00,192.68,11.4,0.13
5/11/2021 19:00,190.40,11.1,0.131
5/11/2021 20:00,189.27,10.7,0.131
5/11/2021 21:00,189.27,10.1,0.131
5/11/2021 22:00,187.03,9.5,0.132
5/11/2021 23:00,184.80,9.1,0.132
5/12/2021 0:00,185.91,8.7,0.132
5/12/2021 1:00,189.27,8.4,0.132
5/12/2021 2:00,187.03,8.1,0.133
5/12/2021 3:00,188.15,7.9,0.133
5/12/2021 4:00,189.27,7.7,0.133
5/12/2021 5:00,191.54,7.6,0.133
5/12/2021 6:00,193.83,7.4,0.133
5/12/2021 7:00,193.83,7.2,0.134
5/12/2021 8:00,190.40,7.0,0.134
5/12/2021 9:00,193.83,7.0,0.133
5/12/2021 10:00,191.54,7.2,0.133
5/12/2021 11:00,190.40,7.7,0.133
5/12/2021 12:00,192.68,8.6,0.133
5/12/2021 13:00,191.54,9.7,0.132
5/12/2021 14:00,189.27,10.7,0.132
5/12/2021 15:00,189.27,11.7,0.132
5/12/2021 16:00,187.03,12.5,0.132
5/12/2021 17:00,183.69,12.9,0.132
5/12/2021 18:00,183.69,12.9,0.132
5/12/2021 19:00,181.49,12.6,0.133
5/12/2021 20:00,181.49,12.2,0.133
5/12/2021 21:00,179.30,11.8,0.133
5/12/2021 22:00,177.14,11.3,0.133
5/12/2021 23:00,178.22,11.0,0.134
5/13/2021 0:00,180.39,10.7,0.134
5/13/2021 1:00,179.30,10.6,0.134
5/13/2021 2:00,178.22,10.4,0.134
5/13/2021 3:00,179.30,10.4,0.135
5/13/2021 4:00,181.49,10.3,0.135
5/13/2021 5:00,178.22,10.1,0.135
5/13/2021 6:00,177.14,9.9,0.135
5/13/2021 7:00,178.22,9.6,0.135
5/13/2021 8:00,180.39,9.4,0.135
5/13/2021 9:00,190.40,9.3,0.136
5/13/2021 10:00,184.80,9.4,0.135
5/13/2021 11:00,183.69,9.9,0.135
5/13/2021 12:00,181.49,10.7,0.135
5/13/2021 13:00,180.39,11.7,0.134
5/13/2021 14:00,177.14,12.7,0.134
5/13/2021 15:00,177.14,13.6,0.134
5/13/2021 16:00,176.06,14.1,0.134
5/13/2021 17:00,170.75,14.3,0.134
5/13/2021 18:00,169.70,14.3,0.135
5/13/2021 19:00,171.80,13.9,0.135
5/13/2021 20:00,168.66,13.6,0.135
5/13/2021 21:00,166.58,13.1,0.135
5/13/2021 22:00,167.62,12.5,0.136
5/13/2021 23:00,166.58,12.0,0.136
5/14/2021 0:00,166.58,11.5,0.136
5/14/2021 1:00,166.58,11.1,0.137
5/14/2021 2:00,166.58,10.8,0.137
5/14/2021 3:00,166.58,10.5,0.137
5/14/2021 4:00,166.58,10.3,0.137
5/14/2021 5:00,167.62,10.1,0.137
5/14/2021 6:00,167.62,9.9,0.138
5/14/2021 7:00,165.55,9.7,0.138
5/14/2021 8:00,167.62,9.6,0.138
5/14/2021 9:00,168.66,9.6,0.138
5/14/2021 10:00,168.66,9.7,0.138
5/14/2021 11:00,169.70,9.9,0.137
5/14/2021 12:00,168.66,10.3,0.137
5/14/2021 13:00,169.70,10.8,0.137
5/14/2021 14:00,166.58,11.2,0.137
5/14/2021 15:00,166.58,11.9,0.137
5/14/2021 16:00,161.48,12.5,0.137
5/14/2021 17:00,159.46,13.1,0.137
5/14/2021 18:00,155.49,13.2,0.137
5/14/2021 19:00,153.53,13.2,0.137
5/14/2021 20:00,152.56,13.0,0.137
5/14/2021 21:00,152.56,12.5,0.138
5/14/2021 22:00,151.59,12.0,0.138
5/14/2021 23:00,152.56,11.6,0.138
5/15/2021 0:00,153.53,11.2,0.138
5/15/2021 1:00,154.51,10.9,0.138
5/15/2021 2:00,154.51,10.7,0.138
5/15/2021 3:00,155.49,10.5,0.139
5/15/2021 4:00,155.49,10.3,0.139
5/15/2021 5:00,155.49,10.1,0.139
5/15/2021 6:00,156.48,9.9,0.139
5/15/2021 7:00,156.48,9.7,0.14
5/15/2021 8:00,157.47,9.6,0.14
5/15/2021 9:00,158.46,9.7,0.14
5/15/2021 10:00,157.47,9.8,0.139
5/15/2021 11:00,157.47,10.0,0.139
5/15/2021 12:00,158.46,10.4,0.139
5/15/2021 13:00,157.47,10.9,0.139
5/15/2021 14:00,154.51,11.5,0.138
5/15/2021 15:00,154.51,12.0,0.138
5/15/2021 16:00,152.56,12.4,0.138
5/15/2021 17:00,149.66,12.9,0.138
5/15/2021 18:00,147.75,13.0,0.138
5/15/2021 19:00,147.75,12.9,0.139
5/15/2021 20:00,146.80,12.8,0.139
5/15/2021 21:00,148.70,12.5,0.139
5/15/2021 22:00,149.66,12.1,0.139
5/15/2021 23:00,150.62,11.6,0.14
5/16/2021 0:00,148.70,11.3,0.14
5/16/2021 1:00,149.66,11.0,0.14
5/16/2021 2:00,149.66,10.7,0.14
5/16/2021 3:00,149.66,10.5,0.14
5/16/2021 4:00,149.66,10.3,0.14
5/16/2021 5:00,150.62,10.1,0.141
5/16/2021 6:00,150.62,9.9,0.141
5/16/2021 7:00,151.59,9.7,0.141
5/16/2021 8:00,154.51,9.5,0.141
5/16/2021 9:00,160.47,9.5,0.141
5/16/2021 10:00,159.46,9.7,0.141
5/16/2021 11:00,157.47,10.1,0.141
5/16/2021 12:00,154.51,11.0,0.141
5/16/2021 13:00,153.53,12.0,0.14
5/16/2021 14:00,148.70,12.9,0.14
5/16/2021 15:00,144.92,13.8,0.14
5/16/2021 16:00,140.29,14.5,0.14
5/16/2021 17:00,135.75,15.0,0.14
5/16/2021 18:00,131.33,15.1,0.141
5/16/2021 19:00,131.33,14.8,0.141
5/16/2021 20:00,130.45,14.4,0.141
5/16/2021 21:00,129.58,13.9,0.141
5/16/2021 22:00,130.45,13.2,0.142
5/16/2021 23:00,131.33,12.6,0.142
5/17/2021 0:00,132.20,12.2,0.142
5/17/2021 1:00,130.45,11.9,0.142
5/17/2021 2:00,132.20,11.7,0.142
5/17/2021 3:00,132.20,11.4,0.142
5/17/2021 4:00,132.20,11.2,0.143
5/17/2021 5:00,132.20,10.9,0.143
5/17/2021 6:00,132.20,10.8,0.143
5/17/2021 7:00,132.20,10.6,0.143
5/17/2021 8:00,135.75,10.5,0.143
5/17/2021 9:00,142.13,10.5,0.143
5/17/2021 10:00,143.05,10.6,0.143
5/17/2021 11:00,143.05,11.1,0.143
5/17/2021 12:00,142.13,11.9,0.143
5/17/2021 13:00,139.37,12.8,0.143
5/17/2021 14:00,137.55,13.8,0.142
5/17/2021 15:00,134.86,14.7,0.142
5/17/2021 16:00,129.58,15.3,0.142
5/17/2021 17:00,128.72,15.8,0.143
5/17/2021 18:00,124.45,15.8,0.143
5/17/2021 19:00,121.94,15.5,0.143
5/17/2021 20:00,121.11,15.1,0.143
5/17/2021 21:00,122.77,14.5,0.143
5/17/2021 22:00,121.11,13.9,0.144
5/17/2021 23:00,122.77,13.4,0.144
5/18/2021 0:00,123.61,13.0,0.144
5/18/2021 1:00,123.61,12.7,0.144
5/18/2021 2:00,124.45,12.4,0.144
5/18/2021 3:00,123.61,12.1,0.144
5/18/2021 4:00,123.61,11.7,0.145
5/18/2021 5:00,126.15,11.4,0.145
5/18/2021 6:00,126.15,11.1,0.145
5/18/2021 7:00,126.15,10.9,0.145
5/18/2021 8:00,129.58,10.6,0.145
5/18/2021 9:00,135.75,10.7,0.145
5/18/2021 10:00,135.75,10.8,0.145
5/18/2021 11:00,132.20,11.1,0.145
5/18/2021 12:00,133.09,11.7,0.145
5/18/2021 13:00,127.86,12.4,0.145
5/18/2021 14:00,126.15,13.1,0.144
5/18/2021 15:00,124.45,13.8,0.144
5/18/2021 16:00,119.47,14.3,0.144
5/18/2021 17:00,111.46,14.6,0.145
5/18/2021 18:00,108.37,14.5,0.145
5/18/2021 19:00,129.58,14.2,0.145
5/18/2021 20:00,109.91,13.7,0.146
5/18/2021 21:00,110.68,13.1,0.146
5/18/2021 22:00,109.91,12.5,0.146
5/18/2021 23:00,109.91,11.9,0.146
5/19/2021 0:00,111.46,11.4,0.146
5/19/2021 1:00,112.25,10.9,0.146
5/19/2021 2:00,114.62,10.5,0.146
5/19/2021 3:00,116.22,10.0,0.146
5/19/2021 4:00,118.65,9.6,0.147
5/19/2021 5:00,119.47,9.2,0.147
5/19/2021 6:00,117.83,8.9,0.147
5/19/2021 7:00,119.47,8.7,0.147
5/19/2021 8:00,121.94,8.6,0.147
5/19/2021 9:00,121.94,8.7,0.147
5/19/2021 10:00,124.45,8.8,0.147
5/19/2021 11:00,124.45,9.0,0.146
5/19/2021 12:00,125.30,9.4,0.146
5/19/2021 13:00,123.61,9.9,0.146
5/19/2021 14:00,127.86,10.2,0.146
5/19/2021 15:00,122.77,10.5,0.146
5/19/2021 16:00,123.61,10.6,0.146
5/19/2021 17:00,120.29,10.4,0.146
5/19/2021 18:00,120.29,10.2,0.146
5/19/2021 19:00,119.47,10.0,0.146
5/19/2021 20:00,119.47,9.8,0.146
5/19/2021 21:00,118.65,9.5,0.146
5/19/2021 22:00,123.61,9.3,0.146
5/19/2021 23:00,121.11,9.1,0.147
5/20/2021 0:00,126.15,8.8,0.147
5/20/2021 1:00,126.15,8.6,0.147
5/20/2021 2:00,127.00,8.3,0.147
5/20/2021 3:00,126.15,7.9,0.147
5/20/2021 4:00,127.00,7.6,0.147
5/20/2021 5:00,123.61,7.3,0.147
5/20/2021 6:00,123.61,7.0,0.147
5/20/2021 7:00,126.15,6.8,0.147
5/20/2021 8:00,125.30,6.7,0.147
5/20/2021 9:00,129.58,6.7,0.147
5/20/2021 10:00,133.09,6.8,0.147
5/20/2021 11:00,133.97,7.2,0.147
5/20/2021 12:00,133.97,7.8,0.146
5/20/2021 13:00,132.20,8.4,0.146
5/20/2021 14:00,133.09,9.0,0.146
5/20/2021 15:00,128.72,9.8,0.146
5/20/2021 16:00,134.86,10.4,0.146
5/20/2021 17:00,128.72,10.5,0.146
5/20/2021 18:00,123.61,10.6,0.146
5/20/2021 19:00,123.61,10.4,0.146
5/20/2021 20:00,122.77,10.1,0.146
5/20/2021 21:00,120.29,9.8,0.147
5/20/2021 22:00,121.11,9.3,0.147
5/20/2021 23:00,120.29,8.7,0.147
5/21/2021 0:00,121.94,8.3,0.147
5/21/2021 1:00,123.61,7.9,0.147
5/21/2021 2:00,122.77,7.6,0.147
5/21/2021 3:00,124.45,7.4,0.148
5/21/2021 4:00,124.45,7.1,0.148
5/21/2021 5:00,121.94,6.9,0.148
5/21/2021 6:00,125.30,6.7,0.148
5/21/2021 7:00,126.15,6.6,0.148
5/21/2021 8:00,130.45,6.6,0.148
5/21/2021 9:00,127.00,6.7,0.148
5/21/2021 10:00,135.75,6.8,0.148
5/21/2021 11:00,137.55,6.9,0.147
5/21/2021 12:00,141.20,7.1,0.146
5/21/2021 13:00,139.37,7.2,0.146
5/21/2021 14:00,143.05,7.5,0.145
5/21/2021 15:00,142.13,7.7,0.146
5/21/2021 16:00,142.13,7.8,0.146
5/21/2021 17:00,143.98,8.0,0.146
5/21/2021 18:00,139.37,8.0,0.147
5/21/2021 19:00,139.37,8.1,0.147
5/21/2021 20:00,135.75,8.1,0.147
5/21/2021 21:00,132.20,8.0,0.147
5/21/2021 22:00,131.33,7.8,0.147
5/21/2021 23:00,133.97,7.6,0.147
5/22/2021 0:00,133.97,7.4,0.147
5/22/2021 1:00,133.09,7.3,0.147
5/22/2021 2:00,134.86,7.2,0.147
5/22/2021 3:00,135.75,7.2,0.147
5/22/2021 4:00,139.37,7.1,0.148
5/22/2021 5:00,163.51,7.1,0.147
5/22/2021 6:00,164.53,7.1,0.144
5/22/2021 7:00,169.70,7.0,0.143
5/22/2021 8:00,179.30,7.0,0.144
5/22/2021 9:00,192.68,7.1,0.145
5/22/2021 10:00,192.68,7.4,0.146
5/22/2021 11:00,211.58,7.6,0.144
5/22/2021 12:00,204.35,7.7,0.142
5/22/2021 13:00,204.35,8.0,0.141
5/22/2021 14:00,194.98,8.4,0.14
5/22/2021 15:00,187.03,8.9,0.141
5/22/2021 16:00,184.80,9.4,0.14
5/22/2021 17:00,204.35,9.5,0.14
5/22/2021 18:00,201.98,9.4,0.139
5/22/2021 19:00,201.98,9.4,0.138
5/22/2021 20:00,203.16,9.2,0.137
5/22/2021 21:00,201.98,9.0,0.137
5/22/2021 22:00,199.62,8.6,0.138
5/22/2021 23:00,198.46,8.2,0.137
5/23/2021 0:00,194.98,7.9,0.138
5/23/2021 1:00,190.40,7.6,0.139
5/23/2021 2:00,181.49,7.3,0.139
5/23/2021 3:00,181.49,7.1,0.139
5/23/2021 4:00,181.49,7.0,0.138
5/23/2021 5:00,183.69,6.9,0.138
5/23/2021 6:00,181.49,6.8,0.139
5/23/2021 7:00,179.30,6.8,0.14
5/23/2021 8:00,177.14,6.8,0.14
5/23/2021 9:00,181.49,6.8,0.14
5/23/2021 10:00,177.14,6.9,0.141
5/23/2021 11:00,178.22,7.0,0.141
5/23/2021 12:00,177.14,7.3,0.141
5/23/2021 13:00,178.22,7.6,0.141
5/23/2021 14:00,176.06,7.9,0.141
5/23/2021 15:00,176.06,8.2,0.141
5/23/2021 16:00,174.99,8.8,0.141
5/23/2021 17:00,174.99,9.3,0.14
5/23/2021 18:00,172.86,9.3,0.141
5/23/2021 19:00,171.80,9.5,0.141
5/23/2021 20:00,164.53,9.5,0.141
5/23/2021 21:00,164.53,9.1,0.141
5/23/2021 22:00,165.55,8.8,0.141
5/23/2021 23:00,166.58,8.5,0.141
5/24/2021 0:00,167.62,8.2,0.141
5/24/2021 1:00,167.62,8.1,0.141
5/24/2021 2:00,169.70,8.0,0.141
5/24/2021 3:00,170.75,7.9,0.141
5/24/2021 4:00,171.80,7.8,0.142
5/24/2021 5:00,171.80,7.8,0.142
5/24/2021 6:00,172.86,7.8,0.142
5/24/2021 7:00,168.66,7.8,0.142
5/24/2021 8:00,172.86,7.8,0.142
5/24/2021 9:00,170.75,7.9,0.142
5/24/2021 10:00,171.80,8.1,0.142
5/24/2021 11:00,171.80,8.4,0.142
5/24/2021 12:00,169.70,8.8,0.142
5/24/2021 13:00,171.80,9.4,0.141
5/24/2021 14:00,168.66,10.0,0.141
5/24/2021 15:00,168.66,10.3,0.142
5/24/2021 16:00,166.58,10.6,0.141
5/24/2021 17:00,162.49,10.8,0.141
5/24/2021 18:00,158.46,10.9,0.142
5/24/2021 19:00,160.47,10.8,0.142
5/24/2021 20:00,157.47,10.7,0.142
5/24/2021 21:00,157.47,10.5,0.142
5/24/2021 22:00,158.46,10.1,0.142
5/24/2021 23:00,164.53,9.9,0.142
5/25/2021 0:00,164.53,9.6,0.142
5/25/2021 1:00,164.53,9.3,0.142
5/25/2021 2:00,164.53,9.0,0.143
5/25/2021 3:00,167.62,8.8,0.143
5/25/2021 4:00,161.48,8.6,0.143
5/25/2021 5:00,165.55,8.5,0.143
5/25/2021 6:00,166.58,8.4,0.143
5/25/2021 7:00,161.48,8.3,0.144
5/25/2021 8:00,164.53,8.3,0.144
5/25/2021 9:00,176.06,8.3,0.144
5/25/2021 10:00,170.75,8.5,0.142
5/25/2021 11:00,171.80,9.0,0.142
5/25/2021 12:00,169.70,9.6,0.142
5/25/2021 13:00,173.92,10.0,0.142
5/25/2021 14:00,172.86,10.4,0.142
5/25/2021 15:00,172.86,11.0,0.141
5/25/2021 16:00,206.74,11.0,0.141
5/25/2021 17:00,222.76,10.8,0.138
5/25/2021 18:00,240.95,10.8,0.136
5/25/2021 19:00,246.33,10.6,0.135
5/25/2021 20:00,240.95,10.3,0.137
5/25/2021 21:00,229.14,10.1,0.141
5/25/2021 22:00,235.65,9.8,0.141
5/25/2021 23:00,230.43,9.4,0.141
5/26/2021 0:00,230.43,9.1,0.14
5/26/2021 1:00,234.34,8.9,0.139
5/26/2021 2:00,210.36,8.8,0.14
5/26/2021 3:00,207.94,8.6,0.14
5/26/2021 4:00,199.62,8.5,0.141
5/26/2021 5:00,198.46,8.5,0.141
5/26/2021 6:00,198.46,8.5,0.141
5/26/2021 7:00,197.29,8.4,0.142
5/26/2021 8:00,194.98,8.4,0.141
5/26/2021 9:00,188.15,8.4,0.142
5/26/2021 10:00,187.03,8.6,0.142
5/26/2021 11:00,187.03,9.0,0.142
5/26/2021 12:00,183.69,9.5,0.143
5/26/2021 13:00,182.58,10.1,0.143
5/26/2021 14:00,181.49,10.7,0.144
5/26/2021 15:00,178.22,11.4,0.142
5/26/2021 16:00,177.14,12.0,0.143
5/26/2021 17:00,173.92,12.6,0.144
5/26/2021 18:00,164.53,12.9,0.143
5/26/2021 19:00,159.46,12.7,0.144
5/26/2021 20:00,158.46,12.4,0.144
5/26/2021 21:00,158.46,11.9,0.145
5/26/2021 22:00,157.47,11.4,0.145
5/26/2021 23:00,159.46,10.9,0.145
5/27/2021 0:00,154.51,10.4,0.144
5/27/2021 1:00,158.46,10.0,0.145
5/27/2021 2:00,157.47,9.7,0.145
5/27/2021 3:00,156.48,9.5,0.145
5/27/2021 4:00,158.46,9.3,0.146
5/27/2021 5:00,160.47,9.1,0.146
5/27/2021 6:00,156.48,9.0,0.146
5/27/2021 7:00,156.48,8.9,0.146
5/27/2021 8:00,156.48,8.8,0.146
5/27/2021 9:00,158.46,8.9,0.146
5/27/2021 10:00,155.49,9.2,0.146
5/27/2021 11:00,157.47,9.7,0.146
5/27/2021 12:00,154.51,10.5,0.145
5/27/2021 13:00,151.59,11.3,0.146
5/27/2021 14:00,146.80,12.2,0.146
5/27/2021 15:00,145.86,13.0,0.146
5/27/2021 16:00,144.92,13.4,0.146
5/27/2021 17:00,141.20,13.6,0.146
5/27/2021 18:00,136.65,13.9,0.146
5/27/2021 19:00,134.86,13.6,0.146
5/27/2021 20:00,134.86,13.3,0.147
5/27/2021 21:00,132.20,13.0,0.147
5/27/2021 22:00,135.75,12.7,0.147
5/27/2021 23:00,134.86,12.2,0.148
5/28/2021 0:00,134.86,11.8,0.148
5/28/2021 1:00,136.65,11.5,0.148
5/28/2021 2:00,137.55,11.2,0.148
5/28/2021 3:00,137.55,11.0,0.147
5/28/2021 4:00,137.55,10.8,0.147
5/28/2021 5:00,138.46,10.6,0.147
5/28/2021 6:00,138.46,10.4,0.147
5/28/2021 7:00,138.46,10.1,0.148
5/28/2021 8:00,138.46,9.8,0.148
5/28/2021 9:00,140.29,9.7,0.148
5/28/2021 10:00,138.46,9.7,0.148
5/28/2021 11:00,136.65,10.0,0.148
5/28/2021 12:00,134.86,10.5,0.148
5/28/2021 13:00,133.97,11.2,0.148
5/28/2021 14:00,131.33,11.9,0.147
5/28/2021 15:00,128.72,12.7,0.147
5/28/2021 16:00,125.30,13.3,0.148
5/28/2021 17:00,114.62,13.6,0.148
5/28/2021 18:00,113.82,13.7,0.148
5/28/2021 19:00,114.62,13.4,0.149
5/28/2021 20:00,113.82,12.9,0.149
5/28/2021 21:00,113.03,12.4,0.149
