"2021 Con1East Gauge ",,,
"Hourly Stream Data (Summary)",,,
,,,
"Dataset Reference Format:",,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
," URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].",,
,,,
"Dataset Header Description",,,
,"Column(s)| Variable| Description| [units]",,
,"1st Column  | DateTime| Time stamp of variable collection time* [MM/DD/YY  hr:mm]",,
,"2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s]",,
,"3rd Column |StreamTemp-C| Stream Temperature [C]",,
,"4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm]",,
,,,
,,,
,"**Note: -6999 denotes missing data",,
,,,
,,,
"DateTime","Discharge-L/s","StreamTemp-C","StreamEC-mS/cm"
"3/10/2021 9:00",33.12,1,0.057
"3/10/2021 10:00",31.45,1.1,0.057
"3/10/2021 11:00",32.76,1.2,0.057
"3/10/2021 12:00",35.94,1.5,0.058
"3/10/2021 13:00",36.79,1.8,0.058
"3/10/2021 14:00",36.5,2.2,0.059
"3/10/2021 15:00",35.38,2.4,0.059
"3/10/2021 16:00",34.28,2.5,0.059
"3/10/2021 17:00",36.13,2.7,0.059
"3/10/2021 18:00",35.57,2.6,0.059
"3/10/2021 19:00",35.57,2.5,0.059
"3/10/2021 20:00",35.57,2.3,0.059
"3/10/2021 21:00",37.74,2.1,0.059
"3/10/2021 22:00",36.69,2,0.059
"3/10/2021 23:00",30.85,1.9,0.059
"3/11/2021 0:00",32.94,1.8,0.059
"3/11/2021 1:00",34.47,1.6,0.058
"3/11/2021 2:00",32.15,1.5,0.058
"3/11/2021 3:00",33.65,1.4,0.058
"3/11/2021 4:00",34.74,1.3,0.058
"3/11/2021 5:00",33.03,1.2,0.058
"3/11/2021 6:00",33.03,1.1,0.058
"3/11/2021 7:00",34.65,1,0.057
"3/11/2021 8:00",29.42,1,0.057
"3/11/2021 9:00",32.32,0.9,0.057
"3/11/2021 10:00",33.92,0.9,0.057
"3/11/2021 11:00",32.58,1.1,0.058
"3/11/2021 12:00",32.85,1.4,0.058
"3/11/2021 13:00",31.11,1.7,0.059
"3/11/2021 14:00",26.13,2.1,0.059
"3/11/2021 15:00",31.11,2.2,0.06
"3/11/2021 16:00",32.67,2.4,0.06
"3/11/2021 17:00",33.2,2.5,0.06
"3/11/2021 18:00",32.85,2.5,0.06
"3/11/2021 19:00",33.29,2.4,0.06
"3/11/2021 20:00",31.54,2.3,0.06
"3/11/2021 21:00",36.41,2.1,0.06
"3/11/2021 22:00",35.94,2,0.059
"3/11/2021 23:00",33.2,1.9,0.059
"3/12/2021 0:00",34.92,1.8,0.059
"3/12/2021 1:00",33.65,1.6,0.059
"3/12/2021 2:00",33.92,1.5,0.059
"3/12/2021 3:00",33.74,1.4,0.058
"3/12/2021 4:00",31.36,1.3,0.058
"3/12/2021 5:00",36.5,1.2,0.058
"3/12/2021 6:00",29.83,1.1,0.058
"3/12/2021 7:00",32.76,1,0.058
"3/12/2021 8:00",29.75,1,0.057
"3/12/2021 9:00",30.17,0.9,0.057
"3/12/2021 10:00",30.42,1,0.057
"3/12/2021 11:00",33.2,1.1,0.058
"3/12/2021 12:00",32.76,1.4,0.058
"3/12/2021 13:00",33.74,1.7,0.059
"3/12/2021 14:00",34.28,2,0.059
"3/12/2021 15:00",30.51,2.2,0.06
"3/12/2021 16:00",36.98,2.4,0.06
"3/12/2021 17:00",33.47,2.5,0.06
"3/12/2021 18:00",36.6,2.5,0.06
"3/12/2021 19:00",37.07,2.4,0.06
"3/12/2021 20:00",35.38,2.2,0.06
"3/12/2021 21:00",36.5,2.1,0.06
"3/12/2021 22:00",31.97,2,0.059
"3/12/2021 23:00",36.98,1.8,0.059
"3/13/2021 0:00",29.09,1.7,0.059
"3/13/2021 1:00",35.76,1.6,0.059
"3/13/2021 2:00",32.67,1.5,0.058
"3/13/2021 3:00",35.02,1.4,0.058
"3/13/2021 4:00",34.83,1.4,0.058
"3/13/2021 5:00",34.65,1.3,0.058
"3/13/2021 6:00",33.74,1.2,0.058
"3/13/2021 7:00",33.56,1.1,0.058
"3/13/2021 8:00",33.74,1.1,0.058
"3/13/2021 9:00",33.12,1.1,0.058
"3/13/2021 10:00",32.32,1.2,0.058
"3/13/2021 11:00",32.15,1.3,0.058
"3/13/2021 12:00",35.02,1.6,0.058
"3/13/2021 13:00",42,2,0.059
"3/13/2021 14:00",38.51,2.3,0.06
"3/13/2021 15:00",36.88,2.5,0.06
"3/13/2021 16:00",37.64,2.7,0.06
"3/13/2021 17:00",35.66,2.8,0.06
"3/13/2021 18:00",39.2,2.8,0.06
"3/13/2021 19:00",37.26,2.6,0.06
"3/13/2021 20:00",38.71,2.5,0.06
"3/13/2021 21:00",41.49,2.3,0.06
"3/13/2021 22:00",42.62,2.2,0.059
"3/13/2021 23:00",36.98,2.1,0.059
"3/14/2021 0:00",39.2,2.1,0.059
"3/14/2021 1:00",39.39,2,0.059
"3/14/2021 2:00",43.03,1.9,0.058
"3/14/2021 3:00",38.9,1.8,0.058
"3/14/2021 4:00",38.81,1.8,0.058
"3/14/2021 5:00",31.36,1.7,0.058
"3/14/2021 6:00",40.79,1.6,0.058
"3/14/2021 7:00",36.6,1.6,0.058
"3/14/2021 8:00",37.55,1.6,0.058
"3/14/2021 9:00",40.99,1.6,0.058
"3/14/2021 10:00",37.55,1.7,0.058
"3/14/2021 11:00",39.99,1.8,0.058
"3/14/2021 12:00",40.39,2.1,0.059
"3/14/2021 13:00",38.32,2.5,0.059
"3/14/2021 14:00",38.81,2.8,0.06
"3/14/2021 15:00",45.67,3,0.06
"3/14/2021 16:00",41.7,3.1,0.06
"3/14/2021 17:00",44.71,3.1,0.06
"3/14/2021 18:00",44.71,3,0.06
"3/14/2021 19:00",47.08,2.8,0.059
"3/14/2021 20:00",51.11,2.7,0.059
"3/14/2021 21:00",44.18,2.7,0.059
"3/14/2021 22:00",47.08,2.7,0.059
"3/14/2021 23:00",40.09,2.6,0.059
"3/15/2021 0:00",47.96,2.6,0.058
"3/15/2021 1:00",49.4,2.6,0.058
"3/15/2021 2:00",44.29,2.5,0.058
"3/15/2021 3:00",50.19,2.5,0.058
"3/15/2021 4:00",47.96,2.6,0.058
"3/15/2021 5:00",46.21,2.6,0.058
"3/15/2021 6:00",43.76,2.5,0.058
"3/15/2021 7:00",46.32,2.5,0.058
"3/15/2021 8:00",47.41,2.4,0.058
"3/15/2021 9:00",47.96,2.4,0.058
"3/15/2021 10:00",45.99,2.5,0.058
"3/15/2021 11:00",44.29,2.6,0.058
"3/15/2021 12:00",48.18,2.8,0.058
"3/15/2021 13:00",47.85,3.1,0.059
"3/15/2021 14:00",41.7,3.3,0.059
"3/15/2021 15:00",50.54,3.4,0.059
"3/15/2021 16:00",51.68,3.5,0.059
"3/15/2021 17:00",49.18,3.4,0.059
"3/15/2021 18:00",51.91,3.3,0.059
"3/15/2021 19:00",56.3,3.2,0.059
"3/15/2021 20:00",49.52,3.1,0.058
"3/15/2021 21:00",45.78,2.9,0.058
"3/15/2021 22:00",55.81,2.8,0.058
"3/15/2021 23:00",45.88,2.8,0.058
"3/16/2021 0:00",50.54,2.6,0.057
"3/16/2021 1:00",49.63,2.6,0.057
"3/16/2021 2:00",45.99,2.5,0.057
"3/16/2021 3:00",49.4,2.4,0.057
"3/16/2021 4:00",49.85,2.3,0.057
"3/16/2021 5:00",53.19,2.3,0.057
"3/16/2021 6:00",46.97,2.2,0.057
"3/16/2021 7:00",49.52,2.2,0.057
"3/16/2021 8:00",52.26,2.2,0.057
"3/16/2021 9:00",49.63,2.3,0.057
"3/16/2021 10:00",55.33,2.4,0.057
"3/16/2021 11:00",49.18,2.5,0.057
"3/16/2021 12:00",49.29,2.7,0.058
"3/16/2021 13:00",50.42,3.1,0.058
"3/16/2021 14:00",48.18,3.3,0.059
"3/16/2021 15:00",52.14,3.5,0.059
"3/16/2021 16:00",50.65,3.6,0.059
"3/16/2021 17:00",56.66,3.6,0.059
"3/16/2021 18:00",52.61,3.4,0.059
"3/16/2021 19:00",54.97,3.2,0.058
"3/16/2021 20:00",53.66,3,0.058
"3/16/2021 21:00",53.43,2.9,0.058
"3/16/2021 22:00",52.49,2.8,0.058
"3/16/2021 23:00",53.66,2.7,0.057
"3/17/2021 0:00",46.86,2.6,0.057
"3/17/2021 1:00",54.26,2.5,0.057
"3/17/2021 2:00",53.43,2.5,0.057
"3/17/2021 3:00",53.78,2.4,0.056
"3/17/2021 4:00",54.49,2.3,0.056
"3/17/2021 5:00",53.78,2.3,0.056
"3/17/2021 6:00",52.03,2.2,0.056
"3/17/2021 7:00",46.53,2.1,0.056
"3/17/2021 8:00",51.68,2.1,0.056
"3/17/2021 9:00",49.52,2.1,0.056
"3/17/2021 10:00",52.49,2.2,0.056
"3/17/2021 11:00",43.24,2.4,0.057
"3/17/2021 12:00",52.14,2.7,0.057
"3/17/2021 13:00",53.31,3.1,0.058
"3/17/2021 14:00",49.74,3.4,0.058
"3/17/2021 15:00",57.39,3.5,0.059
"3/17/2021 16:00",53.78,3.5,0.059
"3/17/2021 17:00",59.25,3.5,0.059
"3/17/2021 18:00",57.39,3.4,0.059
"3/17/2021 19:00",59.63,3.3,0.058
"3/17/2021 20:00",64.37,3.1,0.058
"3/17/2021 21:00",52.38,3,0.058
"3/17/2021 22:00",61.65,2.9,0.057
"3/17/2021 23:00",58.01,2.9,0.057
"3/18/2021 0:00",51.8,2.8,0.057
"3/18/2021 1:00",57.03,2.8,0.057
"3/18/2021 2:00",60.13,2.7,0.057
"3/18/2021 3:00",54.49,2.7,0.057
"3/18/2021 4:00",55.33,2.7,0.057
"3/18/2021 5:00",53.78,2.7,0.057
"3/18/2021 6:00",56.54,2.6,0.057
"3/18/2021 7:00",53.9,2.6,0.057
"3/18/2021 8:00",53.9,2.7,0.057
"3/18/2021 9:00",49.63,2.9,0.057
"3/18/2021 10:00",53.55,3.1,0.057
"3/18/2021 11:00",55.81,3.2,0.058
"3/18/2021 12:00",56.3,3.5,0.058
"3/18/2021 13:00",57.52,3.9,0.059
"3/18/2021 14:00",51.34,4,0.059
"3/18/2021 15:00",51.45,4.1,0.059
"3/18/2021 16:00",67.84,4.1,0.059
"3/18/2021 17:00",65.96,4,0.058
"3/18/2021 18:00",70.85,3.6,0.058
"3/18/2021 19:00",69.61,3.5,0.057
"3/18/2021 20:00",70.02,3.3,0.057
"3/18/2021 21:00",64.77,3.2,0.056
"3/18/2021 22:00",71.82,3.1,0.056
"3/18/2021 23:00",71.26,3.1,0.056
"3/19/2021 0:00",70.02,3.1,0.056
"3/19/2021 1:00",65.03,3.1,0.056
"3/19/2021 2:00",64.11,3.1,0.056
"3/19/2021 3:00",72.66,3.1,0.056
"3/19/2021 4:00",71.54,3.2,0.056
"3/19/2021 5:00",63.33,3.1,0.055
"3/19/2021 6:00",69.88,3,0.055
"3/19/2021 7:00",82.15,2.9,0.055
"3/19/2021 8:00",73.37,2.8,0.054
"3/19/2021 9:00",82.61,2.5,0.053
"3/19/2021 10:00",79.9,2.6,0.053
"3/19/2021 11:00",90.72,2.9,0.053
"3/19/2021 12:00",83.21,3,0.053
"3/19/2021 13:00",102.86,3,0.053
"3/19/2021 14:00",107.75,3,0.052
"3/19/2021 15:00",121.33,2.9,0.051
"3/19/2021 16:00",117.75,3.2,0.051
"3/19/2021 17:00",131.04,3.4,0.051
"3/19/2021 18:00",122.09,3.4,0.051
"3/19/2021 19:00",123.62,3.3,0.051
"3/19/2021 20:00",117.01,3.1,0.051
"3/19/2021 21:00",117.75,3.1,0.051
"3/19/2021 22:00",121.9,3.1,0.051
"3/19/2021 23:00",111.69,3.1,0.051
"3/20/2021 0:00",101.82,3.1,0.052
"3/20/2021 1:00",104.76,3.1,0.052
"3/20/2021 2:00",102.34,3.1,0.052
"3/20/2021 3:00",99.78,3.1,0.052
"3/20/2021 4:00",102.17,3.1,0.052
"3/20/2021 5:00",99.61,3.1,0.052
"3/20/2021 6:00",94.28,3.1,0.053
"3/20/2021 7:00",101.14,3,0.053
"3/20/2021 8:00",86.45,3,0.053
"3/20/2021 9:00",93.46,2.9,0.053
"3/20/2021 10:00",95.27,3,0.053
"3/20/2021 11:00",78.13,3.1,0.053
"3/20/2021 12:00",87.7,3.4,0.054
"3/20/2021 13:00",89.12,3.6,0.054
"3/20/2021 14:00",74.37,3.7,0.053
"3/20/2021 15:00",70.02,3.8,0.054
"3/20/2021 16:00",91.52,3.8,0.054
"3/20/2021 17:00",80.8,3.7,0.053
"3/20/2021 18:00",81.85,3.6,0.053
"3/20/2021 19:00",83.06,3.4,0.053
"3/20/2021 20:00",83.21,3.2,0.053
"3/20/2021 21:00",78.57,3.1,0.053
"3/20/2021 22:00",80.8,2.9,0.053
"3/20/2021 23:00",73.37,2.8,0.053
"3/21/2021 0:00",74.37,2.7,0.052
"3/21/2021 1:00",78.72,2.5,0.052
"3/21/2021 2:00",75.94,2.4,0.052
"3/21/2021 3:00",75.08,2.3,0.052
"3/21/2021 4:00",63.85,2.2,0.052
"3/21/2021 5:00",71.26,2.1,0.052
"3/21/2021 6:00",71.68,2,0.052
"3/21/2021 7:00",67.56,1.9,0.052
"3/21/2021 8:00",71.68,1.9,0.052
"3/21/2021 9:00",63.85,1.9,0.052
"3/21/2021 10:00",66.89,2.1,0.052
"3/21/2021 11:00",68.79,2.3,0.053
"3/21/2021 12:00",68.11,2.7,0.053
"3/21/2021 13:00",66.36,3,0.054
"3/21/2021 14:00",67.03,3.4,0.055
"3/21/2021 15:00",71.13,3.6,0.055
"3/21/2021 16:00",72.66,3.8,0.055
"3/21/2021 17:00",66.22,3.8,0.056
"3/21/2021 18:00",56.3,3.6,0.055
"3/21/2021 19:00",63.72,3.4,0.055
"3/21/2021 20:00",63.46,3.2,0.055
"3/21/2021 21:00",54.97,3,0.055
"3/21/2021 22:00",71.82,2.8,0.055
"3/21/2021 23:00",58.01,2.8,0.054
"3/22/2021 0:00",57.27,2.7,0.054
"3/22/2021 1:00",58.5,2.7,0.054
"3/22/2021 2:00",60.76,2.7,0.054
"3/22/2021 3:00",61.02,2.7,0.055
"3/22/2021 4:00",61.65,2.7,0.055
"3/22/2021 5:00",59.88,2.7,0.055
"3/22/2021 6:00",59,2.5,0.054
"3/22/2021 7:00",61.78,2.3,0.054
"3/22/2021 8:00",56.17,2.3,0.054
"3/22/2021 9:00",59.88,2.2,0.054
"3/22/2021 10:00",60.51,2.3,0.054
"3/22/2021 11:00",62.55,2.5,0.054
"3/22/2021 12:00",65.29,2.5,0.054
"3/22/2021 13:00",56.05,2.8,0.054
"3/22/2021 14:00",63.07,2.9,0.054
"3/22/2021 15:00",61.52,3.1,0.055
"3/22/2021 16:00",64.5,3,0.055
"3/22/2021 17:00",55.69,3,0.055
"3/22/2021 18:00",53.78,3,0.055
"3/22/2021 19:00",62.94,3,0.055
"3/22/2021 20:00",59.75,2,0.053
"3/22/2021 21:00",55.93,2.2,0.053
"3/22/2021 22:00",61.4,2.2,0.054
"3/22/2021 23:00",58.13,2.2,0.054
"3/23/2021 0:00",53.55,2.2,0.054
"3/23/2021 1:00",56.3,2.1,0.054
"3/23/2021 2:00",50.88,2,0.054
"3/23/2021 3:00",54.97,1.9,0.054
"3/23/2021 4:00",53.78,1.8,0.054
"3/23/2021 5:00",58.38,1.8,0.054
"3/23/2021 6:00",52.96,1.7,0.054
"3/23/2021 7:00",52.96,1.6,0.054
"3/23/2021 8:00",56.17,1.5,0.053
"3/23/2021 9:00",58.63,1.5,0.054
"3/23/2021 10:00",57.52,1.6,0.054
"3/23/2021 11:00",51.68,1.7,0.054
"3/23/2021 12:00",48.4,2.1,0.055
"3/23/2021 13:00",54.61,2.6,0.055
"3/23/2021 14:00",54.26,2.9,0.056
"3/23/2021 15:00",56.54,3.2,0.056
"3/23/2021 16:00",57.76,3.4,0.057
"3/23/2021 17:00",52.84,3.6,0.057
"3/23/2021 18:00",47.52,3.4,0.057
"3/23/2021 19:00",53.66,3.2,0.057
"3/23/2021 20:00",52.03,3,0.056
"3/23/2021 21:00",52.38,2.8,0.056
"3/23/2021 22:00",49.63,2.6,0.056
"3/23/2021 23:00",49.29,2.3,0.055
"3/24/2021 0:00",53.9,2.1,0.055
"3/24/2021 1:00",50.76,1.9,0.055
"3/24/2021 2:00",49.97,1.8,0.054
"3/24/2021 3:00",51.8,1.6,0.054
"3/24/2021 4:00",43.66,1.5,0.054
"3/24/2021 5:00",48.84,1.4,0.054
"3/24/2021 6:00",43.76,1.2,0.054
"3/24/2021 7:00",50.08,1.1,0.054
"3/24/2021 8:00",51.57,1.2,0.054
"3/24/2021 9:00",44.92,1.4,0.054
"3/24/2021 10:00",47.85,1.7,0.055
"3/24/2021 11:00",45.88,2,0.055
"3/24/2021 12:00",49.74,2.3,0.056
"3/24/2021 13:00",49.07,2.6,0.056
"3/24/2021 14:00",44.5,2.9,0.057
"3/24/2021 15:00",49.85,3,0.057
"3/24/2021 16:00",50.88,3,0.057
"3/24/2021 17:00",50.54,3,0.057
"3/24/2021 18:00",42.1,3,0.057
"3/24/2021 19:00",53.66,2.8,0.057
"3/24/2021 20:00",45.78,2.7,0.057
"3/24/2021 21:00",49.29,2.6,0.057
"3/24/2021 22:00",45.67,2.6,0.057
"3/24/2021 23:00",49.97,2.4,0.056
"3/25/2021 0:00",46.21,2.3,0.056
"3/25/2021 1:00",47.63,2.1,0.056
"3/25/2021 2:00",43.03,1.9,0.055
"3/25/2021 3:00",48.51,1.8,0.055
"3/25/2021 4:00",48.4,1.7,0.055
"3/25/2021 5:00",48.73,1.8,0.055
"3/25/2021 6:00",37.55,2,0.055
"3/25/2021 7:00",46.64,2,0.055
"3/25/2021 8:00",51.11,1.7,0.055
"3/25/2021 9:00",47.96,1.5,0.054
"3/25/2021 10:00",44.29,1.6,0.054
"3/25/2021 11:00",45.78,1.9,0.055
"3/25/2021 12:00",45.24,2.2,0.055
"3/25/2021 13:00",46.64,2.6,0.056
"3/25/2021 14:00",49.18,2.8,0.056
"3/25/2021 15:00",49.97,3,0.057
"3/25/2021 16:00",47.41,3,0.057
"3/25/2021 17:00",41.7,3,0.057
"3/25/2021 18:00",48.62,2.9,0.057
"3/25/2021 19:00",46.42,2.8,0.057
"3/25/2021 20:00",42.31,2.7,0.057
"3/25/2021 21:00",46.75,2.6,0.056
"3/25/2021 22:00",38.81,2.5,0.056
"3/25/2021 23:00",43.45,2.4,0.056
"3/26/2021 0:00",43.97,2.3,0.056
"3/26/2021 1:00",41.9,2.2,0.056
"3/26/2021 2:00",41.9,2.1,0.056
"3/26/2021 3:00",43.45,2,0.056
"3/26/2021 4:00",42.1,1.9,0.056
"3/26/2021 5:00",44.29,1.7,0.056
"3/26/2021 6:00",43.03,1.6,0.056
"3/26/2021 7:00",42.93,1.5,0.056
"3/26/2021 8:00",42,1.5,0.055
"3/26/2021 9:00",44.18,1.4,0.055
"3/26/2021 10:00",39.2,1.5,0.056
"3/26/2021 11:00",42.41,1.7,0.056
"3/26/2021 12:00",42.21,2.1,0.057
"3/26/2021 13:00",41.7,2.5,0.057
"3/26/2021 14:00",47.52,3,0.058
"3/26/2021 15:00",47.74,3.3,0.059
"3/26/2021 16:00",52.03,3.5,0.059
"3/26/2021 17:00",44.5,3.4,0.059
"3/26/2021 18:00",42.31,3.3,0.059
"3/26/2021 19:00",49.18,3.2,0.059
"3/26/2021 20:00",46.86,2.9,0.058
"3/26/2021 21:00",48.29,2.8,0.058
"3/26/2021 22:00",42.82,2.6,0.058
"3/26/2021 23:00",40.39,2.4,0.057
"3/27/2021 0:00",41.7,2.3,0.057
"3/27/2021 1:00",40.59,2.2,0.057
"3/27/2021 2:00",38.13,2.1,0.057
"3/27/2021 3:00",39.59,2,0.057
"3/27/2021 4:00",43.76,1.9,0.057
"3/27/2021 5:00",41.39,1.8,0.056
"3/27/2021 6:00",37.17,1.7,0.056
"3/27/2021 7:00",37.17,1.6,0.056
"3/27/2021 8:00",43.24,1.5,0.056
"3/27/2021 9:00",40.99,1.6,0.056
"3/27/2021 10:00",41.39,1.7,0.057
"3/27/2021 11:00",43.14,2,0.057
"3/27/2021 12:00",38.61,2.5,0.058
"3/27/2021 13:00",41.49,3.1,0.059
"3/27/2021 14:00",44.6,3.6,0.06
"3/27/2021 15:00",48.07,4,0.06
"3/27/2021 16:00",48.96,4.1,0.06
"3/27/2021 17:00",50.19,4.2,0.061
"3/27/2021 18:00",52.14,4.1,0.061
"3/27/2021 19:00",49.74,3.7,0.06
"3/27/2021 20:00",49.74,3.5,0.059
"3/27/2021 21:00",48.51,3.2,0.059
"3/27/2021 22:00",49.4,3,0.058
"3/27/2021 23:00",51.22,2.9,0.058
"3/28/2021 0:00",42.21,2.8,0.058
"3/28/2021 1:00",43.76,2.7,0.058
"3/28/2021 2:00",43.76,2.6,0.057
"3/28/2021 3:00",45.99,2.5,0.057
"3/28/2021 4:00",43.03,2.5,0.057
"3/28/2021 5:00",39.49,2.4,0.057
"3/28/2021 6:00",46.1,2.3,0.057
"3/28/2021 7:00",48.4,2.3,0.057
"3/28/2021 8:00",40.39,2.4,0.057
"3/28/2021 9:00",42.82,2.4,0.057
"3/28/2021 10:00",40.09,2.6,0.058
"3/28/2021 11:00",43.76,2.9,0.058
"3/28/2021 12:00",45.99,3.5,0.059
"3/28/2021 13:00",51.22,4,0.074
"3/28/2021 14:00",54.38,4.5,0.075
"3/28/2021 15:00",58.26,4.9,0.075
"3/28/2021 16:00",64.11,5,0.075
"3/28/2021 17:00",63.85,5.1,0.075
"3/28/2021 18:00",70.02,4.9,0.074
"3/28/2021 19:00",70.99,4.5,0.072
"3/28/2021 20:00",67.16,4.2,0.07
"3/28/2021 21:00",63.2,3.9,0.07
"3/28/2021 22:00",65.96,3.7,0.069
"3/28/2021 23:00",65.43,3.7,0.069
"3/29/2021 0:00",69.88,3.7,0.068
"3/29/2021 1:00",73.23,3.6,0.068
"3/29/2021 2:00",71.26,3.2,0.068
"3/29/2021 3:00",73.09,2.8,0.067
"3/29/2021 4:00",68.38,2.5,0.066
"3/29/2021 5:00",69.33,2.2,0.065
"3/29/2021 6:00",68.79,1.9,0.065
"3/29/2021 7:00",67.56,1.7,0.064
"3/29/2021 8:00",66.62,1.5,0.064
"3/29/2021 9:00",64.11,1.5,0.064
"3/29/2021 10:00",69.61,1.5,0.064
"3/29/2021 11:00",62.81,1.7,0.065
"3/29/2021 12:00",62.29,2,0.065
"3/29/2021 13:00",70.16,2.2,0.066
"3/29/2021 14:00",64.77,2.4,0.066
"3/29/2021 15:00",62.29,2.5,0.066
"3/29/2021 16:00",64.63,2.5,0.067
"3/29/2021 17:00",56.9,2.5,0.067
"3/29/2021 18:00",67.3,2.5,0.067
"3/29/2021 19:00",66.09,2.4,0.066
"3/29/2021 20:00",61.91,2.2,0.066
"3/29/2021 21:00",69.2,2,0.066
"3/29/2021 22:00",62.17,1.8,0.065
"3/29/2021 23:00",64.63,1.6,0.065
"3/30/2021 0:00",62.81,1.6,0.065
"3/30/2021 1:00",62.55,1.4,0.065
"3/30/2021 2:00",61.91,1.3,0.065
"3/30/2021 3:00",58.38,1.2,0.065
"3/30/2021 4:00",49.85,1.1,0.065
"3/30/2021 5:00",63.2,1.1,0.065
"3/30/2021 6:00",60.51,1.1,0.065
"3/30/2021 7:00",57.64,1,0.065
"3/30/2021 8:00",60.76,0.9,0.065
"3/30/2021 9:00",60.76,1,0.065
"3/30/2021 10:00",57.15,1.1,0.065
"3/30/2021 11:00",61.91,1.3,0.065
"3/30/2021 12:00",57.52,1.8,0.066
"3/30/2021 13:00",57.27,2.2,0.067
"3/30/2021 14:00",59.63,2.4,0.067
"3/30/2021 15:00",59.13,2.7,0.068
"3/30/2021 16:00",62.04,2.9,0.069
"3/30/2021 17:00",65.03,3,0.069
"3/30/2021 18:00",60.13,2.9,0.069
"3/30/2021 19:00",60.26,2.7,0.069
"3/30/2021 20:00",56.66,2.5,0.068
"3/30/2021 21:00",53.08,2.2,0.068
"3/30/2021 22:00",51.22,2,0.068
"3/30/2021 23:00",60.51,1.8,0.067
"3/31/2021 0:00",55.09,1.6,0.067
"3/31/2021 1:00",53.66,1.5,0.067
"3/31/2021 2:00",56.17,1.4,0.067
"3/31/2021 3:00",58.88,1.2,0.066
"3/31/2021 4:00",57.39,1.1,0.066
"3/31/2021 5:00",59,1,0.066
"3/31/2021 6:00",55.57,0.9,0.066
"3/31/2021 7:00",54.85,0.9,0.066
"3/31/2021 8:00",57.76,0.9,0.066
"3/31/2021 9:00",48.4,0.9,0.066
"3/31/2021 10:00",55.57,1.2,0.067
"3/31/2021 11:00",55.69,1.5,0.067
"3/31/2021 12:00",60.76,2.1,0.068
"3/31/2021 13:00",55.33,2.7,0.07
"3/31/2021 14:00",59.38,3.3,0.071
"3/31/2021 15:00",58.75,3.7,0.072
"3/31/2021 16:00",61.52,3.9,0.072
"3/31/2021 17:00",66.76,4.1,0.072
"3/31/2021 18:00",67.97,3.9,0.072
"3/31/2021 19:00",58.01,3.7,0.072
"3/31/2021 20:00",63.07,3.4,0.071
"3/31/2021 21:00",60.26,3.1,0.07
"3/31/2021 22:00",61.91,2.8,0.07
"3/31/2021 23:00",60.51,2.7,0.069
"4/1/2021 0:00",58.88,2.6,0.069
"4/1/2021 1:00",60,2.5,0.069
"4/1/2021 2:00",57.52,2.5,0.069
"4/1/2021 3:00",61.14,2.4,0.069
"4/1/2021 4:00",62.68,2.4,0.069
"4/1/2021 5:00",56.66,2.3,0.069
"4/1/2021 6:00",60,2.3,0.069
"4/1/2021 7:00",60.89,2.3,0.069
"4/1/2021 8:00",54.73,2.4,0.069
"4/1/2021 9:00",63.2,2.5,0.069
"4/1/2021 10:00",58.75,2.7,0.07
"4/1/2021 11:00",59.5,3,0.07
"4/1/2021 12:00",63.98,3.6,0.071
"4/1/2021 13:00",72.24,4.3,0.073
"4/1/2021 14:00",73.65,4.9,0.074
"4/1/2021 15:00",77.25,5.2,0.074
"4/1/2021 16:00",80.2,5.3,0.075
"4/1/2021 17:00",90.56,5.3,0.074
"4/1/2021 18:00",88.02,5,0.073
"4/1/2021 19:00",74.79,4.6,0.071
"4/1/2021 20:00",76.67,4.1,0.07
"4/1/2021 21:00",78.72,3.8,0.069
"4/1/2021 22:00",80.05,3.5,0.068
"4/1/2021 23:00",77.4,3.4,0.068
"4/2/2021 0:00",77.84,3.2,0.068
"4/2/2021 1:00",81.7,3.1,0.067
"4/2/2021 2:00",77.1,3.1,0.067
"4/2/2021 3:00",80.65,3,0.067
"4/2/2021 4:00",73.94,2.9,0.067
"4/2/2021 5:00",74.08,2.8,0.067
"4/2/2021 6:00",56.54,2.8,0.067
"4/2/2021 7:00",78.13,2.7,0.067
"4/2/2021 8:00",80.05,2.8,0.067
"4/2/2021 9:00",77.84,2.9,0.068
"4/2/2021 10:00",75.94,3.1,0.068
"4/2/2021 11:00",77.25,3.4,0.069
"4/2/2021 12:00",81.25,4,0.07
"4/2/2021 13:00",82.76,4.6,0.071
"4/2/2021 14:00",92.65,5.2,0.072
"4/2/2021 15:00",96.26,5.4,0.072
"4/2/2021 16:00",111.69,5.6,0.072
"4/2/2021 17:00",102,5.5,0.071
"4/2/2021 18:00",106.69,5.2,0.07
"4/2/2021 19:00",112.05,4.7,0.068
"4/2/2021 20:00",107.57,4.3,0.067
"4/2/2021 21:00",107.04,4,0.066
"4/2/2021 22:00",96.59,3.8,0.066
"4/2/2021 23:00",106.51,3.7,0.066
"4/3/2021 0:00",108.64,3.6,0.066
"4/3/2021 1:00",99.95,3.5,0.066
"4/3/2021 2:00",99.1,3.4,0.066
"4/3/2021 3:00",95.6,3.3,0.066
"4/3/2021 4:00",97.93,3.3,0.066
